name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Jungle,Tash Sultana,Notion,alpha,2025,1.0,1.0,1.0,labeled
Gaffe aux autres,Ben Mazué,Paradis (réédition),alpha,2025,1.0,1.0,1.0,labeled
Snakes (from the series Arcane League of Legends),Arcane,Arcane League of Legends (Soundtrack from the Animated Series),alpha,2025,1.0,1.0,1.0,labeled
On brûlera,Pomme,À peu près,alpha,2025,1.0,1.0,1.0,labeled
Still Young,The Cat Empire,Steal the Light,alpha,2025,1.0,1.0,1.0,labeled
sky on fire,mehro,SKY ON FIRE,alpha,2025,1.0,1.0,1.0,labeled
Porto,NTO,Utopia / Porto,alpha,2025,1.0,1.0,1.0,labeled
not alone,mehro,SKY ON FIRE,alpha,2025,1.0,1.0,1.0,labeled
How to Be a Heartbreaker,MARINA,Electra Heart (Deluxe),alpha,2025,1.0,1.0,1.0,labeled
Ceux qui rêvent,Pomme,À peu près,alpha,2025,1.0,1.0,1.0,labeled
When the Night Comes,Fakear,Morning in Japan,alpha,2025,1.0,1.0,1.0,labeled
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,alpha,2025,1.0,1.0,1.0,labeled
Oh No!,MARINA,The Family Jewels,alpha,2025,1.0,1.0,1.0,labeled
Everything Matters,AURORA,The Gods We Can Touch,alpha,2025,1.0,1.0,1.0,labeled
Walking In The Air,AURORA,Walking In The Air,alpha,2025,1.0,1.0,1.0,labeled
chance with you,mehro,SKY ON FIRE,alpha,2025,1.0,1.0,1.0,labeled
hideous,mehro,SKY ON FIRE,alpha,2025,1.0,1.0,1.0,labeled
Tum Rakak,Deluxe,Stachelight,alpha,2025,1.0,1.0,1.0,labeled
Journey of Life,Yom,Songs for the Old Man,alpha,2025,1.0,1.0,1.0,labeled
Prince Vince,Kid Francescoli,With Julia,alpha,2025,1.0,1.0,1.0,labeled
Quand je marche,Ben Mazué,Paradis,alpha,2025,1.0,1.0,1.0,labeled
Du propre,Orelsan,Civilisation,alpha,2025,1.0,1.0,1.0,labeled
Sharks,Imagine Dragons,Mercury - Acts 1 & 2,alpha,2025,1.0,1.0,1.0,labeled
Sofia,Askjell,Sofia,alpha,2025,1.0,1.0,1.0,labeled
Everywhere Home,Yom,Songs for the Old Man,alpha,2025,1.0,1.0,1.0,labeled
The Seed,AURORA,A Different Kind Of Human – Step 2,alpha,2025,1.0,1.0,1.0,labeled
Crazy,Daniela Andrade,Crazy,alpha,2025,1.0,1.0,1.0,labeled
Killer,Valerie Broussard,Killer,alpha,2025,1.0,1.0,1.0,labeled
Thunder,Gabry Ponte,Thunder,alpha,2025,1.0,1.0,1.0,labeled
Salt,Ava Max,Heaven & Hell,alpha,2025,1.0,1.0,1.0,labeled
What Could Have Been feat. Ray Chen (from the series Arcane League of Legends),Arcane,Arcane League of Legends (Soundtrack from the Animated Series),alpha,2025,1.0,1.0,1.0,labeled
MDMA,Various Artists,Sommar 2021,alpha,2025,1.0,1.0,1.0,labeled
Grotta Delle Ninfe,Bukahara,Phantasma,alpha,2025,1.0,1.0,1.0,labeled
Our Love (From the series Arcane League of Legends),Curtis Harding,Our Love (From the series Arcane League of Legends),alpha,2025,1.0,1.0,1.0,labeled
Enemy feat. J.I.D. (from the series Arcane League of Legends),Arcane,Arcane League of Legends (Soundtrack from the Animated Series),alpha,2025,1.0,1.0,1.0,labeled
Dirty Little Animals (from the series Arcane League of Legends),Arcane,Arcane League of Legends (Soundtrack from the Animated Series),alpha,2025,1.0,1.0,1.0,labeled
Waking Up Arnold,Tales of the Forgotten,The Beginning,alpha,2025,1.0,1.0,1.0,labeled
BmB-wals,BmB,Ge vindt wel een taal,alpha,2025,1.0,1.0,1.0,labeled
WONDERLAND,Neoni,Wars In A Wonderland,alpha,2025,1.0,1.0,1.0,labeled
Agitations tropicales,L'Impératrice,Odyssée - EP,alpha,2025,1.0,1.0,1.0,labeled
MUTINY,Neoni,Wars In A Wonderland,alpha,2025,1.0,1.0,1.0,labeled
Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe),alpha,2025,1.0,1.0,1.0,labeled
Si demain,Camille Hardouin,Mille bouches,alpha,2025,1.0,1.0,1.0,labeled
I Miss the Misery,Halestorm,The Strange Case of...,alpha,2025,1.0,1.0,1.0,labeled
lightning,mehro,SKY ON FIRE,alpha,2025,1.0,1.0,1.0,labeled
Burn Butcher Burn,Joseph Trapanese,The Witcher: Season 2 (Soundtrack from the Netflix Original Series),alpha,2025,1.0,1.0,1.0,labeled
Understand,BoyWithUke,Serotonin Dreams,alpha,2025,1.0,1.0,1.0,labeled
Lonely,Imagine Dragons,Mercury - Acts 1 & 2,alpha,2025,1.0,1.0,1.0,labeled
Tu m'auras tellement plu,Ben Mazué,Paradis,alpha,2025,1.0,1.0,1.0,labeled
Insane,Black Gryph0n,Insane,alpha,2025,1.0,1.0,1.0,labeled
Surface Pressure,Lin-Manuel Miranda,Encanto (Original Motion Picture Soundtrack),alpha,2025,1.0,1.0,1.0,labeled
DOWNFALL,Neoni,DOWNFALL,alpha,2025,1.0,1.0,1.0,labeled
Make A Move,Icon For Hire,Scripted,alpha,2025,1.0,1.0,1.0,labeled
Chalouper,Gaël Faye,Lundi Méchant,alpha,2025,1.0,1.0,1.0,labeled
Toss A Coin To Your Witcher,Sonya Belousova,The Witcher (Music from the Netflix Original Series),alpha,2025,1.0,1.0,1.0,labeled
All Is Soft Inside,AURORA,Infections Of A Different Kind – Step 1,alpha,2025,1.0,1.0,1.0,labeled
Rej,MEUTE,Tumult,alpha,2025,1.0,1.0,1.0,labeled
edamame (feat. Rich Brian),bbno$,edamame (feat. Rich Brian),alpha,2025,1.0,1.0,1.0,labeled
Champagne: Electro Swing Spin,Swing'it,Champagne: Electro Swing Spin,alpha,2025,1.0,1.0,1.0,labeled
Lock Me Up,The Cab,Lock Me Up,alpha,2025,1.0,1.0,1.0,labeled
Parents,Ben Mazué,Paradis,alpha,2025,1.0,1.0,1.0,labeled
Running With The Wolves,AURORA,All My Demons Greeting Me As A Friend (Deluxe),alpha,2025,1.0,1.0,1.0,labeled
Guns for Hire (from the series Arcane League of Legends),Woodkid,Guns for Hire (From the series Arcane League of Legends),alpha,2025,1.0,1.0,1.0,labeled
Love Bites (So Do I),Halestorm,The Strange Case of...,alpha,2025,1.0,1.0,1.0,labeled
Les jours heureux,Ben Mazué,Paradis,alpha,2025,1.0,1.0,1.0,labeled
OUTLAW,Neoni,Wars In A Wonderland,alpha,2025,1.0,1.0,1.0,labeled
Playground (from the series Arcane League of Legends),Bea Miller,Playground (from the series Arcane League of Legends),alpha,2025,1.0,1.0,1.0,labeled
Breath of Roma,Meryem Aboulouafa,Meryem,alpha,2025,1.0,1.0,1.0,labeled
The Catcher in the Rye,Elephanz,Elephanz,alpha,2025,1.0,1.0,1.0,labeled
Tôt le matin,Gaël Faye,Rythmes et botanique,alpha,2025,1.0,1.0,1.0,labeled
Follow You,Imagine Dragons,Mercury - Acts 1 & 2,alpha,2025,1.0,1.0,1.0,labeled
We Don't Talk About Bruno,Lin-Manuel Miranda,Encanto (Original Motion Picture Soundtrack),alpha,2025,1.0,1.0,1.0,labeled
Dañs plinn,Fleuves,Fleuves,alpha,2025,1.0,1.0,1.0,labeled
Kung Fu Piano: Cello Ascends,The Piano Guys,Wonders,alpha,2025,1.0,1.0,1.0,labeled
A Dangerous Thing,AURORA,The Gods We Can Touch,alpha,2025,1.0,1.0,1.0,labeled
On a pris le temps,Grand Corps Malade,Éphémère,alpha,2025,1.0,1.0,1.0,labeled
House of Memories,Panic! At The Disco,Death of a Bachelor,alpha,2025,1.0,1.0,1.0,labeled
Bones,Imagine Dragons,Bones,alpha,2025,1.0,1.0,1.0,labeled
Шум,Go_A,Шум,alpha,2025,1.0,1.0,1.0,labeled
Get Jinxed,League of Legends,The Music of League of Legends Vol. 1,alpha,2025,1.0,1.0,1.0,labeled
Little Boy In The Grass,AURORA,Running With The Wolves,alpha,2025,1.0,1.0,1.0,labeled
Churchyard,AURORA,Infections Of A Different Kind – Step 1,alpha,2025,1.0,1.0,1.0,labeled
LOSER,Neoni,Wars In A Wonderland,alpha,2025,1.0,1.0,1.0,labeled
Warriors,League of Legends,Warriors,alpha,2025,1.0,1.0,1.0,labeled
Hinode,Fakear,Hinode,alpha,2025,1.0,1.0,1.0,labeled
False Confidence,Noah Kahan,Busyhead,alpha,2025,1.0,1.0,1.0,labeled
DARKSIDE,Neoni,Wars In A Wonderland,alpha,2025,1.0,1.0,1.0,labeled
the same,mehro,SKY ON FIRE,alpha,2025,1.0,1.0,1.0,labeled
Exist For Love,AURORA,Exist For Love,alpha,2025,1.0,1.0,1.0,labeled
Providence,Ben Mazué,Paradis,alpha,2025,1.0,1.0,1.0,labeled
The Old Man,Yom,Songs for the Old Man,alpha,2025,1.0,1.0,1.0,labeled
Mo' Momo!,Lucky Chops,Lucky Chops,alpha,2025,1.0,1.0,1.0,labeled
Wrecked,Imagine Dragons,Mercury - Acts 1 & 2,alpha,2025,1.0,1.0,1.0,labeled
Goodbye (from the series Arcane League of Legends),Ramsey,Goodbye (from the series Arcane League of Legends),alpha,2025,1.0,1.0,1.0,labeled
Moove Your Bodouine,Ooz Band,La ouinième dimension,alpha,2025,1.0,1.0,1.0,labeled
Lundi Méchant,Gaël Faye,Lundi Méchant,alpha,2025,1.0,1.0,1.0,labeled
Giving In To The Love,AURORA,The Gods We Can Touch,alpha,2025,1.0,1.0,1.0,labeled
perfume,mehro,SKY ON FIRE,alpha,2025,1.0,1.0,1.0,labeled
Cure For Me,AURORA,Cure For Me,alpha,2025,1.0,1.0,1.0,labeled
Heathens,AURORA,The Gods We Can Touch,alpha,2025,1.0,1.0,1.0,labeled
